全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考,市民(外部の方)の使用する条件
332020,171,岡山県倉敷市,倉敷市立倉敷第一中学校,クラシキシリツクラシキダイイチチュウガッコウ,,332020,,岡山県倉敷市西阿知町1070,岡山県,倉敷市,西阿知町,1070,,34.584508,133.728797,,,生徒昇降口南側の壁の収納ボックス（管理棟と生徒棟の間）,(086)465-2178,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,倉敷地区,
332020,172,岡山県倉敷市,倉敷市福田中学校,クラシキシフクダチュウガッコウ,,332020,,岡山県倉敷市福田町古新田533-1,岡山県,倉敷市,福田町古新田,533-1,,34.536551,133.760976,,,武道場東側の外壁の収納ボックス,(086)455-4373,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,水島地区,
332020,173,岡山県倉敷市,倉敷市福田南中学校,クラシキシフクダミナミチュウガッコウ,,332020,,岡山県倉敷市福田町古新田711-4,岡山県,倉敷市,福田町古新田,711-4,,34.535493,133.763107,,,運動場に面した正面玄関の右側外壁の収納ボックス,(086)455-5671,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,水島地区,
332020,174,岡山県倉敷市,倉敷市水島中学校,クラシキシミズシマチュウガッコウ,,332020,,岡山県倉敷市水島北幸町3-1,岡山県,倉敷市,水島北幸町,3-1,,34.540898,133.740035,,,南館1階女子トイレ右横外壁の収納ボックス,(086)444-5238,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,水島地区,
332020,175,岡山県倉敷市,倉敷市連島中学校,クラシキシツラジマチュウガッコウ,,332020,,岡山県倉敷市連島中央5-6-1,岡山県,倉敷市,連島中央,5-6-1,,34.545467,133.726657,,,南館1階北側の給食受入室の北外側の収納ボックス,(086)444-5268,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,水島地区,
332020,176,岡山県倉敷市,倉敷市連島南中学校,クラシキシツラジマミナミチュウガッコウ,,332020,,岡山県倉敷市連島町鶴新田1310,岡山県,倉敷市,連島町鶴新田,1310,,34.542033,133.717683,,,東館1階ピロティの外壁の収納ボックス,(086)448-4552,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,水島地区,
332020,177,岡山県倉敷市,倉敷市立味野中学校,クラシキシリツアジノチュウガッコウ,,332020,,岡山県倉敷市児島味野4-2-56,岡山県,倉敷市,児島味野,4-2-56,,34.463217,133.802164,,,職員玄関西側の外壁の収納ボックス,(086)472-2266,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,178,岡山県倉敷市,倉敷市立下津井中学校,クラシキシリツシモツイチュウガッコウ,,332020,,岡山県倉敷市下津井吹上140,岡山県,倉敷市,下津井吹上,140,,34.442632,133.802544,,,南校舎職員玄関入口前の外壁の収納ボックス,(086)479-9049,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,179,岡山県倉敷市,倉敷市立児島中学校,クラシキシリツコジマチュウガッコウ,,332020,,岡山県倉敷市児島小川4-7-34,岡山県,倉敷市,児島小川,4-7-34,,34.477038,133.807351,,,玄関外壁の収納ボックス,(086)473-2721,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,180,岡山県倉敷市,倉敷市立琴浦中学校,クラシキシリツコトウラチュウガッコウ,,332020,,岡山県倉敷市児島下の町8-6-6,岡山県,倉敷市,児島下の町,8-6-6,,34.478601,133.830919,,,校舎南棟1階職員玄関入口外壁の収納ボックス（体育館正面玄関の前）,(086)472-4459,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,181,岡山県倉敷市,倉敷市立郷内中学校,クラシキシリツゴウナイチュウガッコウ,,332020,,岡山県倉敷市林620,岡山県,倉敷市,林,620,,34.537489,133.815577,,,職員玄関入口外側外壁の収納ボックス,(086)485-0055,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,182,岡山県倉敷市,倉敷市立玉島東中学校,クラシキシリツタマシマヒガシチュウガッコウ,,332020,,岡山県倉敷市玉島2-21-1,岡山県,倉敷市,玉島,2-21-1,,34.541157,133.678864,,,卓球場と武道場の間の通路にある柱の収納ボックス,(086)522-5157,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,玉島地区,
332020,183,岡山県倉敷市,倉敷市立玉島西中学校,クラシキシリツタマシマニシチュウガッコウ,,332020,,岡山県倉敷市玉島柏島1548,岡山県,倉敷市,玉島柏島,1548,,34.531734,133.662502,,,職員室東外階段下の外壁の収納ボックス,(086)526-3456,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,玉島地区,
332020,184,岡山県倉敷市,倉敷市立玉島北中学校,クラシキシリツタマシマキタチュウガッコウ,,332020,,岡山県倉敷市玉島八島1529-1,岡山県,倉敷市,玉島八島,1529-1,,34.563706,133.671034,,,玄関外壁の収納ボックス,(086)526-3000,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,玉島地区,
332020,185,岡山県倉敷市,倉敷市立黒崎中学校,クラシキシリツクロサキチュウガッコウ,,332020,,岡山県倉敷市玉島黒崎6057,岡山県,倉敷市,玉島黒崎,6057,,34.503304,133.632638,,,柔剣道場入口の外壁の収納ボックス,(086)528-0302,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,玉島地区,
332020,186,岡山県倉敷市,倉敷市立船穂中学校,クラシキシリツフナオチュウガッコウ,,332020,,岡山県倉敷市船穂町船穂2817-1,岡山県,倉敷市,船穂町船穂,2817-1,,34.587772,133.708196,,,正面玄関西側の外壁の収納ボックス,(086)552-2043,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,船穂地区,
332020,188,岡山県倉敷市,倉敷市立真備東中学校,クラシキシリマビヒガシチュウガッコウ,,332020,,岡山県倉敷市真備町辻田60-1,岡山県,倉敷市,真備町辻田,60-1,,34.643168,133.712427,,,体育館東側入口の外壁の収納ボックス,(086)698-5522,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,真備地区,
332020,189,岡山県倉敷市,岡山県倉敷市立精思高等学校,オカヤマケンクラシキシリツセイシコウトウガッコウ,,332020,,岡山県倉敷市八王寺町199-3,岡山県,倉敷市,八王寺町,199-3,,34.599094,133.752524,,,校舎玄関扉の右側外壁の収納ボックス,(086)422-0387,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,倉敷地区,
332020,190,岡山県倉敷市,倉敷市立工業高等学校,クラシキシリツコウギョウコウトウガッコウ,,332020,,岡山県倉敷市田ノ上716-1,岡山県,倉敷市,田ノ上,716-1,,34.592380,133.758283,,,正面玄関北側の外壁の収納ボックス,(086)422-4100,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,倉敷地区,
332020,191,岡山県倉敷市,倉敷市立倉敷翔南高等学校,クラシキシリツクラシキショウナンコウトウガッコウ,,332020,,岡山県倉敷市児島稗田町160,岡山県,倉敷市,児島稗田町,160,,34.498333,133.808987,,,進路指導室西側入口の向かって左側の外壁の収納ボックス,(086)473-4240,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,192,岡山県倉敷市,倉敷市立玉島高等学校,クラシキシリツタマシマコウトウガッコウ,,332020,,岡山県倉敷市玉島1-15-60,岡山県,倉敷市,玉島,1-15-60,,34.543403,133.678953,,,南校舎玄関外壁の収納ボックス,(086)526-0114,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,玉島地区,
332020,194,岡山県倉敷市,倉敷市立倉敷支援学校,クラシキシリツクラシキシエンガッコウ,,332020,,岡山県倉敷市粒浦388-1,岡山県,倉敷市,粒浦,388-1,,34.570105,133.785650,,,保健室運動場側の外壁の収納ボックス,(086)425-4611,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,倉敷地区,
332020,195,岡山県倉敷市,倉敷市立短期大学,クラシキシリツタンキダイガク,,332020,,岡山県倉敷市児島稗田町160,岡山県,倉敷市,児島稗田町,160,,34.498333,133.808987,,,正面玄関,(086)473-1860,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;春季・夏季・冬季期間中は、使用可能時間帯が変わる場合がある。,,,,,,,,児島地区,
332020,196,岡山県倉敷市,倉敷市藤戸市民サービスコーナー,クラシキシフジトシミンサービスコーナー,,332020,,岡山県倉敷市藤戸町藤戸351,岡山県,倉敷市,藤戸町藤戸,351,,34.560003,133.810698,,,1階事務室,(086)428-1014,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業,,,,,,,,倉敷地区,
332020,197,岡山県倉敷市,倉敷市休日夜間急患センター,クラシキシキュウジツヤカンキュウカンセンター,,332020,,岡山県倉敷市新田2689,岡山県,倉敷市,新田,2689,,34.570522,133.773870,,,第一診察室,(086)425-5020,,,,,,,,,,,平日及び日祝は8:30〜17:15も使用可能,,,,,,,,倉敷地区,
332020,198,岡山県倉敷市,倉敷児童館,クラシキジドウカン,,332020,,岡山県倉敷市有城710,岡山県,倉敷市,有城,710,,34.574188,133.796324,,,すこやかプラザ　玄関ホール(入って正面の壁）,(086)429-1791,,,,,,,,火水木金土日,,,休館日は、月曜日（夏休み期間中は日曜日）、祝日（5月5日を除く）、年末年始（12月29日から1月3日まで）;すこやかプラザロビーに設置してあるのですこやかプラザの休館日（祝日・年末年始）を除いては使用できる,,,,,,,,倉敷地区,
332020,199,岡山県倉敷市,倉敷北児童センター,クラシキキタジドウセンター,,332020,,岡山県倉敷市宮前67-6,岡山県,倉敷市,宮前,67-6,,34.609671,133.763469,,,玄関入って風除室の左側,(086)422-6539,,,,,,,,火水木金土日,,,休館日は、月曜日（夏休み期間中は日曜日）、祝日（5月5日を除く）、年末年始（12月29日から1月3日まで）;月曜が休日の場合は、その翌日は休館,,,,,,,,倉敷地区,
332020,201,岡山県倉敷市,倉敷市倉敷体育館（事務所）,クラシキシクラシキタイイクカン（ジムショ）,,332020,,岡山県倉敷市上富井1-8,岡山県,倉敷市,上富井,1-8,,34.586041,133.745168,,,体育館事務所,(086)422-8680,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,倉敷地区,
332020,202,岡山県倉敷市,倉敷武道館,クラシキブドウカン,,332020,,岡山県倉敷市四十瀬4-1,岡山県,倉敷市,四十瀬,4-1,,34.592168,133.747529,,,武道館事務所,(086)466-0049,,,,,,,,,,,年末年始12月28日から1月4日まで休業,,,,,,,,倉敷地区,
332020,203,岡山県倉敷市,倉敷市屋内水泳センター,クラシキシオクナイスイエイセンター,,332020,,岡山県倉敷市新田2458,岡山県,倉敷市,新田,2458,,34.585357,133.774345,,,センター内ロビー,(086)424-9192,,,,,,,,,,,年末年始12月29日から1月7日まで休業;土曜日・日曜日・祝日は9時30分〜19時30分,,,,,,,,倉敷地区,
332020,204,岡山県倉敷市,スポーツ活動サポートセンター倉敷,スポーツカツドウサポートセンタークラシキ,,332020,,岡山県倉敷市四十瀬4,岡山県,倉敷市,四十瀬,4,,34.589093,133.745485,,,サポートセンター事務所,(086)434-3410,,,,,,,,,,,年末年始12月29日から1月3日まで休業,,,,,,,,倉敷地区,
332020,205,岡山県倉敷市,酒津公園水泳場,サケツコウエンスイエイジョウ,,332020,,岡山県倉敷市酒津1658-2,岡山県,倉敷市,酒津,1658-2,,34.613623,133.750937,,,,(086)425-0856,,,,,,,,,,,7月中旬〜8月30日のみ設置。それ以外の期間は、倉敷運動公園事務所（倉敷市四十瀬4）に設置。,,,,,,,,倉敷地区,
332020,206,岡山県倉敷市,倉敷市グラウンド・ゴルフ場,クラシキシグラウンド・ゴルフジョウ,,332020,,岡山県倉敷市有城570-3,岡山県,倉敷市,有城,570-3,,34.571866,133.794987,,,管理棟休憩室,(086)428-5625,,,,,,,,,,,開場時間は、4月・9月は7時〜18時、5月〜8月は7時〜19時、10月〜2月は8時30分〜17時、3月は8時30分〜18時;休場日は、年末年始（12月29日〜1月3日）;芝生養生日は、月曜日（祝休日の場合は次の平日）,,,,,,,,倉敷地区,
332020,207,岡山県倉敷市,倉敷駅周辺開発事務所,クラシキエキシュウヘンカイハツジムショ,,332020,,岡山県倉敷市阿知1-7-2-801-2くらしきシティプラザ西ビル8階,岡山県,倉敷市,阿知,1-7-2-801-2,くらしきシティプラザ西ビル8階,34.600978,133.765855,,,正面玄関西側壁,(086)434-8671,,,,,,,,,,,年末年始12月29日から1月3日まで休業,,,,,,,,倉敷地区,
332020,208,岡山県倉敷市,倉敷市消防局　倉敷消防署,クラシキシショウボウキョク　クラシキショウボウショ,,332020,,岡山県倉敷市白楽町162-5,岡山県,倉敷市,白楽町,162-5,,34.588746,133.761312,,,1階　通信室前,(086)422-0119,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,倉敷地区,
332020,209,岡山県倉敷市,倉敷消防署　中州分署,クラシキショウボウショ　ナカスブンショ,,332020,,岡山県倉敷市水江1224-2,岡山県,倉敷市,水江,1224-2,,34.599906,133.742874,,,正面玄関右側壁,(086)465-9931,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,倉敷地区,
332020,210,岡山県倉敷市,倉敷消防署　庄出張所,クラシキショウボウショ　ショウシュッチョウジョ,,332020,,岡山県倉敷市二子135-3,岡山県,倉敷市,二子,135-3,,34.636097,133.812553,,,2階事務所内,(086)462-3110,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,庄地区,
332020,211,岡山県倉敷市,倉敷消防署　東出張所,クラシキショウボウショ　ヒガシシュッチョウジョ,,332020,,岡山県倉敷市中帯江164-5,岡山県,倉敷市,中帯江,164-5,,34.596936,133.806636,,,1階　事務所内,(086)482-2459,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,倉敷地区,
332020,212,岡山県倉敷市,片島浄水場,カタシマジョウスイジョウ,,332020,,岡山県倉敷市片島町1000,岡山県,倉敷市,片島町,1000,,34.569784,133.711740,,,玄関,(086)465-7314,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;休日夜間は正門のインターホンで、中央監視室の運転管理委託業者へ連絡し使用可,,,,,,,,倉敷地区,
332020,213,岡山県倉敷市,倉敷館観光案内所,クラシキカンカンコウアンナイジョ,,332020,,岡山県倉敷市中央1-4-8,岡山県,倉敷市,中央,1-4-8,,34.595667,133.771651,,,正面入口入って右,(086)422-0542,,,,,,,,,,,年末年始12月29日から12月31日までの営業時間は16時まで,,,,,,,,倉敷地区,
332020,214,岡山県倉敷市,倉敷駅前観光案内所,クラシキエキマエカンコウアンナイジョ,,332020,,岡山県倉敷市阿知1-7-2 2階,岡山県,倉敷市,阿知,1-7-2,2階,34.600907,133.765727,,,正面入口入って右,(086)424-1220,,,,,,,,,,,年末年始12月29日から12月31日まで休業,,,,,,,,倉敷地区,
332020,215,岡山県倉敷市,倉敷市立中央図書館,クラシキシリツチュウオウトショカン,,332020,,岡山県倉敷市中央2-6-1,岡山県,倉敷市,中央,2-6-1,,34.595139,133.768745,,,1階　開架室,(086)425-6033,,,,,,,,,,,休館日は、月曜日（第1月曜日を除く）、毎月最終金曜日（8月・12月を除く）、年末年始12月29日から1月4日まで、特別整理休館（14日以内）;開館時間は、月〜土曜日は9:00〜19:00、日曜・祝日は10:00〜18:00,,,,,,,,倉敷地区,
332020,216,岡山県倉敷市,倉敷市環境交流スクエア,クラシキシカンキョウコウリュウスクエア,,332020,,岡山県倉敷市水島東千鳥町1-50,岡山県,倉敷市,水島東千鳥町,1-50,,34.527909,133.739821,,,1階シンコースポーツ受付,(086)440-5511,,,,,,,,月水木金土日,,,毎週火曜休館日;年末年始12月29日から1月3日まで休業;日曜日17時30分 閉館,,,,,,,,水島地区,
332020,217,岡山県倉敷市,倉敷市水島ふれあいセンター,クラシキシミズシマフレアイセンター,,332020,,岡山県倉敷市水島川崎通1-1-113,岡山県,倉敷市,水島川崎通,1-1-113,,34.532405,133.724493,,,受付窓口,(086)448-7111,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;月曜日が国民の祝日に当たるときは、次の平日が休業日,,,,,,,,水島地区,使用時間帯が開場時間帯と重なる場合のみ使用可
332020,218,岡山県倉敷市,倉敷市水島清掃工場_管理棟,クラシキシミズシマセイソウコウジョウ_カンリトウ,,332020,,岡山県倉敷市水島川崎通1-1-4,岡山県,倉敷市,水島川崎通,1-1-4,,34.529046,133.720466,,,管理棟1階　正面入り口,(086)448-1311,,,,,,,,,,,年末年始（12月31日から1月3日まで）休業,,,,,,,,水島地区,使用希望時間帯が勤務時間帯と重なる場合のみ
332020,219,岡山県倉敷市,倉敷市水島障がい者支援センター,クラシキシミズシマショウガイシャシエンセンター,,332020,,岡山県倉敷市水島東栄町12-28,岡山県,倉敷市,水島東栄町,12-28,,34.538268,133.744808,,,事務所内,(086)440-3334,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業,,,,,,,,水島地区,
332020,220,岡山県倉敷市,水島児童館,ミズシマジドウカン,,332020,,岡山県倉敷市水島北幸町1-3,岡山県,倉敷市,水島北幸町,1-3,,34.540434,133.742201,,,玄関入って左手の廊下（事務室前）,(086)448-0650,,,,,,,,,,,休館日は、月曜日（夏休み期間中は日曜日）、祝日（5月5日を除く）、年末年始（12月29日から1月3日まで）;月曜が休日の場合は、その翌日は休館,,,,,,,,水島地区,
332020,221,岡山県倉敷市,倉敷市水島体育館,クラシキシミズシマタイイクカン,,332020,,岡山県倉敷市水島西千鳥町3-21-303,岡山県,倉敷市,水島西千鳥町,3-21-303,,34.530202,133.739340,,,体育館事務所,(086)445-1345,,,,,,,,,,,年末年始（12月31日から1月3日まで）休業,,,,,,,,水島地区,
332020,222,岡山県倉敷市,倉敷市消防局　水島消防署,クラシキシショウボウキョク　ミズシマショウボウショ,,332020,,岡山県倉敷市水島北幸町4-1,岡山県,倉敷市,水島北幸町,4-1,,34.540119,133.739034,,,1階　通信室前,(086)444-1190,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,水島地区,
332020,223,岡山県倉敷市,倉敷市立水島図書館,クラシキシリツミズシマトショカン,,332020,,岡山県倉敷市水島青葉町4-40,岡山県,倉敷市,水島青葉町,4-40,,34.535638,133.739183,,,事務室,(086)446-6918,,,,,,,,,,,休館日は、月曜日（第1月曜日を除く）、毎月最終金曜日（8月・12月を除く）、年末年始12月29日から1月4日まで、特別整理休館（14日以内）;開館時間は、月曜日〜土曜日は9時〜19時、日曜日・祝日は10時〜18時,,,,,,,,水島地区,
332020,224,岡山県倉敷市,児島市民交流センター_交流棟,コジマシミンコウリュウセンター_コウリュウトウ,,332020,,岡山県倉敷市児島味野2-2-38,岡山県,倉敷市,児島味野,2-2-38,,34.468158,133.803728,,,交流棟南出入口そば,(086)474-8550,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業,,,,,,,,児島地区,
332020,226,岡山県倉敷市,児島児童館,コジマジドウカン,,332020,,岡山県倉敷市児島小川2-2-16,岡山県,倉敷市,児島小川,2-2-16,,34.471323,133.808743,,,玄関入って左手の廊下（掲示板前）,(086)473-2844,,,,,,,,,,,休館日は、月曜日（夏休み期間中は日曜日）、祝日（5月5日を除く）、年末年始（12月29日から1月3日まで）;月曜が休日の場合は、その翌日は休館,,,,,,,,児島地区,
332020,227,岡山県倉敷市,鷲羽山ビジターセンター,ワシュウザンビジターセンター,,332020,,岡山県倉敷市下津井田之浦1-2,岡山県,倉敷市,下津井田之浦,1-2,,34.436175,133.807435,,,事務所カウンター,(086)479-8660,,,,,,,,,,,年末年始12月29日から1月3日まで休業;4月〜9月は17時まで使用可能,,,,,,,,児島地区,
332020,228,岡山県倉敷市,むかし下津井回船問屋,ムカシシモツイカイセンドンヤ,,332020,,岡山県倉敷市下津井1-7-23,岡山県,倉敷市,下津井,1-7-23,,34.437645,133.797440,,,資料館　母屋事務所,(086)479-7890,,,,,,,,,,,年末年始12月29日から1月3日まで休業,,,,,,,,児島地区,
332020,229,岡山県倉敷市,倉敷勤労者体育センター,クラシキキンロウシャタイイクセンター,,332020,,岡山県倉敷市児島小川3-11-43,岡山県,倉敷市,児島小川,3-11-43,,34.472928,133.809360,,,事務室内,(086)473-4000,,,,,,,,,,,日曜日・祝日は、9時から17時まで使用可能;祝日の翌日、12月28日〜1月4日は休業,,,,,,,,児島地区,
332020,230,岡山県倉敷市,倉敷市消防局　児島消防署,クラシキシショウボウキョク　コジマショウボウショ,,332020,,岡山県倉敷市児島小川1-1-17,岡山県,倉敷市,児島小川,1-1-17,,34.469358,133.809921,,,1階　通信室前,(086)473-1190,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,231,岡山県倉敷市,児島消防署　臨港分署,コジマショウボウショ　リンコウブンショ,,332020,,岡山県倉敷市児島塩生2961,岡山県,倉敷市,児島塩生,2961,,34.485785,133.770921,,,1階　通信室内,(086)475-0119,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,児島地区,
332020,232,岡山県倉敷市,児島消防署　琴浦出張所,コジマショウボウショ　コトウラシュッチョウジョ,,332020,,岡山県倉敷市児島田の口7-6-6,岡山県,倉敷市,児島田の口,7-6-6,,34.473196,133.840069,,,1階　通信室内,(086)477-8826,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,児島地区,
332020,233,岡山県倉敷市,児島消防署　郷内出張所,コジマショウボウショ　ゴウナイシュッチョウジョ,,332020,,岡山県倉敷市林638-1,岡山県,倉敷市,林,638-1,,34.537087,133.815707,,,1階　通信室前,(086)485-0119,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,児島地区,
332020,234,岡山県倉敷市,児島消防署　下津井出張所,コジマショウボウショ　シモツイシュッチョウジョ,,332020,,岡山県倉敷市下津井吹上2-650,岡山県,倉敷市,下津井吹上,2-650,,34.439725,133.799813,,,1階　通信室前,(086)478-5093,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,児島地区,
332020,235,岡山県倉敷市,倉敷市立市民病院,クラシキシリツシミンビョウイン,,332020,,岡山県倉敷市児島駅前2-39,岡山県,倉敷市,児島駅前,2-39,,34.466868,133.806302,,,救急外来,(086)472-8111,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,児島地区,
332020,236,岡山県倉敷市,倉敷市ボートレース事業局_自警本部内,クラシキシボートレースジギョウキョク_ジケイホンブナイ,,332020,,岡山県倉敷市児島元浜町6-3,岡山県,倉敷市,児島元浜町,6-3,,34.448645,133.809331,,,自警本部内　救護室,(086)472-5051,,,,,,,,,,,レース開催日の開門時刻から閉門時刻まで使用可能;開催日によって使用可能時間が変更される場合がある。,,,,,,,,児島地区,
332020,237,岡山県倉敷市,玉島児童館,タマシマジドウカン,,332020,,岡山県倉敷市玉島中央町3-9-12,岡山県,倉敷市,玉島中央町,3-9-12,,34.544578,133.668674,,,玄関入って右手（エレベーター横）,(086)526-3400,,,,,,,,,,,休館日は、月曜日（夏休み期間中は日曜日）、祝日（5月5日を除く）、年末年始（12月29日から1月3日まで）;月曜が休日の場合は、その翌日は休館,,,,,,,,玉島地区,
332020,238,岡山県倉敷市,倉敷市消防局　玉島消防署,クラシキシショウボウキョク　タマシマショウボウショ,,332020,,岡山県倉敷市玉島八島856-1,岡山県,倉敷市,玉島八島,856-1,,34.556046,133.673690,,,1階　通信室前,(086)522-3515,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,玉島地区,
332020,239,岡山県倉敷市,玉島消防署　勇崎出張所,タマシマショウボウショ　ユウザキシュッチョウジョ,,332020,,岡山県倉敷市玉島勇崎1042-1,岡山県,倉敷市,玉島勇崎,1042-1,,34.519589,133.650257,,,1階通信室,(086)528-2428,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,玉島地区,
332020,240,岡山県倉敷市,玉島消防署　北出張所,タマシマショウボウショ　キタシュッチョウジョ,,332020,,岡山県倉敷市玉島長尾499-6,岡山県,倉敷市,玉島長尾,499-6,,34.579016,133.693376,,,1階通信室,(086)526-8169,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,玉島地区,
332160,241,岡山県倉敷市,玉島消防署　西出張所,タマシマショウボウショ　ニシシュッチョウジョ,,332160,,岡山県浅口市金光町占見新田787-1,岡山県,浅口市,金光町占見新田,787-1,,34.542018,133.627041,,,1階事務所南東角,(0865)42-2964,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,玉島地区,
332020,242,岡山県倉敷市,倉敷市立玉島図書館,クラシキシリツタマシマトショカン,,332020,,岡山県倉敷市玉島1-2-37,岡山県,倉敷市,玉島,1-2-37,,34.545215,133.674391,,,事務室,(086)526-6011,,,,,,,,,,,休館日は、月曜日（第1月曜日を除く）、毎月最終金曜日（8月・12月を除く）、年末年始12月29日から1月4日まで、特別整理休館（14日以内）;開館時間は、月〜土曜日は9:00〜19:00、日曜・祝日は10:00〜18:00,,,,,,,,玉島地区,使用希望時間帯が開所時間帯と重なる場合のみ使用可
332020,243,岡山県倉敷市,ふなおワイナリー有限会社（倉敷市農産物処理加工施設）,フナオワイナリーユウゲンガイシャ（クラシキシノウサンブツショリカコウシセツ）,,332020,,岡山県倉敷市船穂町水江611-2,岡山県,倉敷市,船穂町水江,611-2,,34.602934,133.720120,,,営業ホール,(086)552-9789,,,,,,,,,,,年末年始12月29日から1月3日まで休み,,,,,,,,船穂地区,
332020,244,岡山県倉敷市,倉敷市真備健康福祉館（まびいきいきプラザ）_事務所,クラシキシマビケンコウフクシカン（マビイキイキプラザ）_ジムショ,,332020,,岡山県倉敷市真備町川辺2271,岡山県,倉敷市,真備町川辺,2271,,34.631922,133.713687,,,正面玄関横事務所受付カウンター,(086)698-1555,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;土曜日・日曜日・祝日は9時〜18時のみ利用可能;祝日の翌日休業,,,,,,,,真備地区,
